,dataset,sample,NAT_source,ref_source,WGA_source,priority,run,barcode,assembly_contigs,assembly_coverage,ONT_reads,tax_id,scientific_name,lineage,lineage_save
505,sepsis,K-E0072,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode12,cebitec:/prj/kinbiotics-seq/samples/K-E0072/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,12,14.0,16.0,24583,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
520,sepsis,K-E0098,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode27,cebitec:/prj/kinbiotics-seq/samples/K-E0098/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,27,81.0,8.0,33517,818,Bacteroides thetaiotaomicron,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
519,sepsis,K-E0097,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode26,cebitec:/prj/kinbiotics-seq/samples/K-E0097/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,26,6.0,37.0,43920,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
518,sepsis,K-E0093,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode25,cebitec:/prj/kinbiotics-seq/samples/K-E0093/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,25,13.0,10.0,40552,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
517,sepsis,K-E0092,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode24,cebitec:/prj/kinbiotics-seq/samples/K-E0092/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,24,3.0,54.0,68548,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
516,sepsis,K-E0091,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode23,cebitec:/prj/kinbiotics-seq/samples/K-E0091/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,23,5.0,83.0,70428,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
515,sepsis,K-E0090,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode22,cebitec:/prj/kinbiotics-seq/samples/K-E0090/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,22,5.0,80.0,85563,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
463,sepsis,K-M0133,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode55,cebitec:/prj/kinbiotics-seq/samples/K-M0133/medaka/consensus.fasta,,0,Run01006_Min106_RBK96,55,3.0,10.0,7194,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
462,sepsis,K-M0132,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode54,cebitec:/prj/kinbiotics-seq/samples/K-M0132/medaka/consensus.fasta,,0,Run01006_Min106_RBK96,54,13.0,10.0,17487,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
506,sepsis,K-E0077,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode13,cebitec:/prj/kinbiotics-seq/samples/K-E0077/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,13,128.0,6.0,11163,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
536,sepsis,K-E0126,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode01,,,0,Run01049_Min106_RBK110,01,8.0,87.0,231542,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
535,sepsis,K-E0075,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode12a,cebitec:/prj/kinbiotics-seq/samples/K-E0075/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,12a,6.0,52.0,77504,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
534,sepsis,K-E0074,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode11,cebitec:/prj/kinbiotics-seq/samples/K-E0074/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,11,21.0,36.0,33405,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
532,sepsis,K-E0064,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode09,cebitec:/prj/kinbiotics-seq/samples/K-E0064/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,09,7.0,107.0,100583,727,Haemophilus influenzae,Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
531,sepsis,K-E0063,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode08,cebitec:/prj/kinbiotics-seq/samples/K-E0063/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,08,41.0,41.0,88831,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
530,sepsis,K-E0062,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode07,cebitec:/prj/kinbiotics-seq/samples/K-E0062/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,07,21.0,53.0,97758,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
529,sepsis,K-E0061,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01046_Min106_RBK004/1152_0011/20220614_1707_X2_FAT30755_7445a167/fast5_pass/barcode06,cebitec:/prj/kinbiotics-seq/samples/K-E0061/medaka/consensus.fasta,,0,Run01046_Min106_RBK004,06,9.0,103.0,216066,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
544,sepsis,K-E0139,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode09,,,0,Run01049_Min106_RBK110,09,29.0,61.0,243961,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
543,sepsis,K-E0138,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode08,,,0,Run01049_Min106_RBK110,08,13.0,94.0,381145,817,Bacteroides fragilis,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
503,sepsis,K-E0070,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode10,cebitec:/prj/kinbiotics-seq/samples/K-E0070/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,10,34.0,8.0,14326,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
541,sepsis,K-E0136,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode06,,,0,Run01049_Min106_RBK110,06,1.0,33.0,99257,28901,Salmonella enterica,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
540,sepsis,K-E0135,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode05,,,0,Run01049_Min106_RBK110,05,2.0,231.0,659991,1502,Clostridium perfringens,Bacteria; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Clostridiaceae; Clostridium
539,sepsis,K-E0134,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode04,,,0,Run01049_Min106_RBK110,04,8.0,59.0,423584,2026190,Bacillus mobilis,Bacteria; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
538,sepsis,K-E0132,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode03,,,0,Run01049_Min106_RBK110,03,9.0,3.0,3476,,,,
537,sepsis,K-E0127,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode02,,,0,Run01049_Min106_RBK110,02,5.0,63.0,225655,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
547,sepsis,K-E0143,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode12,cebitec:/prj/kinbiotics-seq/samples/K-E0143/medaka/consensus.fasta,,0,Run01049_Min106_RBK110,12,4.0,33.0,61861,1334,Streptococcus dysgalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
546,sepsis,K-E0141,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode11,cebitec:/prj/kinbiotics-seq/samples/K-E0141/medaka/consensus.fasta,,0,Run01049_Min106_RBK110,11,6.0,76.0,229046,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
494,sepsis,K-E0055,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode01,cebitec:/prj/kinbiotics-seq/samples/K-E0055/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,01,5.0,36.0,91766,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
489,sepsis,K-M0159,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01007_Min106_RBK96/1152_0006/20220429_1323_X4_FAT28676_d461a728/fast5_pass/barcode81,cebitec:/prj/kinbiotics-seq/samples/K-M0159/medaka/consensus.fasta,,0,Run01007_Min106_RBK96,81,11.0,8.0,5452,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
504,sepsis,K-E0071,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode11,cebitec:/prj/kinbiotics-seq/samples/K-E0071/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,11,7.0,48.0,77823,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
542,sepsis,K-E0137,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01049_Min106_RBK110/1152_0012/20220616_1337_X1_FAS36837_4bdf68e0/fast5_pass/barcode07,,,0,Run01049_Min106_RBK110,07,6.0,196.0,606057,46124,Granulicatella adiacens,Bacteria; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella
431,sepsis,K-M0101,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01005_MIN106_RBK96/1152_0006/20220429_1527_X2_FAT27402_9a6a39b2/fast5_pass/barcode23,cebitec:/prj/kinbiotics-seq/samples/K-M0101/medaka/consensus.fasta,,0,Run01005_MIN106_RBK96,23,1.0,33.0,64792,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
430,sepsis,K-M0100,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01005_MIN106_RBK96/1152_0006/20220429_1527_X2_FAT27402_9a6a39b2/fast5_pass/barcode22,cebitec:/prj/kinbiotics-seq/samples/K-M0100/medaka/consensus.fasta,,0,Run01005_MIN106_RBK96,22,15.0,27.0,70468,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
429,sepsis,K-M0099,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01005_MIN106_RBK96/1152_0006/20220429_1527_X2_FAT27402_9a6a39b2/fast5_pass/barcode21,cebitec:/prj/kinbiotics-seq/samples/K-M0099/medaka/consensus.fasta,,0,Run01005_MIN106_RBK96,21,3.0,19.0,30478,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
428,sepsis,K-M0098,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01005_MIN106_RBK96/1152_0006/20220429_1527_X2_FAT27402_9a6a39b2/fast5_pass/barcode20,cebitec:/prj/kinbiotics-seq/samples/K-M0098/medaka/consensus.fasta,,0,Run01005_MIN106_RBK96,20,4.0,22.0,49264,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
426,sepsis,K-M0096,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01005_MIN106_RBK96/1152_0006/20220429_1527_X2_FAT27402_9a6a39b2/fast5_pass/barcode18,cebitec:/prj/kinbiotics-seq/samples/K-M0096/medaka/consensus.fasta,,0,Run01005_MIN106_RBK96,18,1.0,26.0,34624,1334,Streptococcus dysgalactiae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
440,sepsis,K-M0110,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode32,cebitec:/prj/kinbiotics-seq/samples/K-M0110/medaka/consensus.fasta,,0,Run01006_Min106_RBK96,32,2.0,79.0,161395,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
311,sepsis,K-L0205,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode41,cebitec:/prj/kinbiotics-seq/samples/K-L0205/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,41,2.0,32.0,50611,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
310,sepsis,K-L0204,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode40,cebitec:/prj/kinbiotics-seq/samples/K-L0204/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,40,4.0,48.0,67862,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
306,sepsis,K-L0200,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode36,cebitec:/prj/kinbiotics-seq/samples/K-L0200/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,36,1.0,32.0,51273,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
460,sepsis,K-M0130,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01006_Min106_RBK96/1152_0006/20220429_1528_X3_FAT28352_6ee61cba/fast5_pass/barcode52,cebitec:/prj/kinbiotics-seq/samples/K-M0130/medaka/consensus.fasta,,0,Run01006_Min106_RBK96,52,32.0,68.0,98435,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
319,sepsis,K-L0213,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode49,cebitec:/prj/kinbiotics-seq/samples/K-L0213/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,49,5.0,20.0,42294,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
318,sepsis,K-L0212,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode48,cebitec:/prj/kinbiotics-seq/samples/K-L0212/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,48,1.0,42.0,77314,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
317,sepsis,K-L0211,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode47,cebitec:/prj/kinbiotics-seq/samples/K-L0211/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,47,1.0,60.0,83380,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
315,sepsis,K-L0209,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode45,cebitec:/prj/kinbiotics-seq/samples/K-L0209/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,45,5.0,18.0,45543,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
